ad_id,ad_url,ad_start_date,ad_end_date,page_id,page_name,sponsor_name,publisher_platforms,ads_with_same_creative_text,political_disclaimer
878494080704131,https://www.facebook.com/ads/library/?id=878494080704131,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
427358303483823,https://www.facebook.com/ads/library/?id=427358303483823,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
476988934858842,https://www.facebook.com/ads/library/?id=476988934858842,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
850368727136280,https://www.facebook.com/ads/library/?id=850368727136280,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
1138188940754795,https://www.facebook.com/ads/library/?id=1138188940754795,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
1167381281368572,https://www.facebook.com/ads/library/?id=1167381281368572,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
367506462518586,https://www.facebook.com/ads/library/?id=367506462518586,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
295023240352663,https://www.facebook.com/ads/library/?id=295023240352663,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
432074463007971,https://www.facebook.com/ads/library/?id=432074463007971,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
1119295882634849,https://www.facebook.com/ads/library/?id=1119295882634849,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
1149775859489959,https://www.facebook.com/ads/library/?id=1149775859489959,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
1411192399537132,https://www.facebook.com/ads/library/?id=1411192399537132,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
1418145505572986,https://www.facebook.com/ads/library/?id=1418145505572986,2024-05-26,2024-05-26,106211445829751,Notícias Brasil,-,"facebook,instagram,messenger,audience_network",-,FALSE
283059688171284,https://www.facebook.com/ads/library/?id=283059688171284,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
299749823192348,https://www.facebook.com/ads/library/?id=299749823192348,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
338357179277040,https://www.facebook.com/ads/library/?id=338357179277040,2024-05-23,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
384935917230627,https://www.facebook.com/ads/library/?id=384935917230627,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
461045396457283,https://www.facebook.com/ads/library/?id=461045396457283,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
462976612918433,https://www.facebook.com/ads/library/?id=462976612918433,2024-05-24,2024-05-25,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
470682335339933,https://www.facebook.com/ads/library/?id=470682335339933,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
475936624877816,https://www.facebook.com/ads/library/?id=475936624877816,2024-05-23,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
481562484323307,https://www.facebook.com/ads/library/?id=481562484323307,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
488022070354677,https://www.facebook.com/ads/library/?id=488022070354677,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
489072733469925,https://www.facebook.com/ads/library/?id=489072733469925,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
795681875839890,https://www.facebook.com/ads/library/?id=795681875839890,2024-05-23,2024-05-23,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
801566208740419,https://www.facebook.com/ads/library/?id=801566208740419,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
965753215096720,https://www.facebook.com/ads/library/?id=965753215096720,2024-05-23,2024-05-23,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
968153911439885,https://www.facebook.com/ads/library/?id=968153911439885,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
972602407790652,https://www.facebook.com/ads/library/?id=972602407790652,2024-05-23,2024-05-25,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
985184459762378,https://www.facebook.com/ads/library/?id=985184459762378,2024-05-23,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
994339318877082,https://www.facebook.com/ads/library/?id=994339318877082,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1001945231507737,https://www.facebook.com/ads/library/?id=1001945231507737,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1012689293840597,https://www.facebook.com/ads/library/?id=1012689293840597,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1018777499919687,https://www.facebook.com/ads/library/?id=1018777499919687,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1024437919012382,https://www.facebook.com/ads/library/?id=1024437919012382,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1101357224274582,https://www.facebook.com/ads/library/?id=1101357224274582,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1144575200022892,https://www.facebook.com/ads/library/?id=1144575200022892,2024-05-24,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1176610406696648,https://www.facebook.com/ads/library/?id=1176610406696648,2024-05-23,2024-05-23,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
1181827896563854,https://www.facebook.com/ads/library/?id=1181827896563854,2024-05-23,2024-05-24,177566055438636,Debora Freitas,-,"facebook,instagram,messenger,audience_network",-,FALSE
